age,gender,daily_social_media_time,social_platform_preference,stress_level,sleep_hours,days_feeling_burnout_per_month
56,Male,3.44,Twitter,10.0,5.9,11
51,Female,4.14,Telegram,7.0,4.9,25
57,Female,7.02,Instagram,2.0,4.55,10
60,Female,2.0,Telegram,1.0,6.71,29
42,Female,0.0,Twitter,4.0,7.33,21
53,Male,3.56,Telegram,7.0,9.83,7
33,Male,3.12,Facebook,3.0,9.72,22
35,Female,3.93,Facebook,4.0,7.01,30
30,Male,1.26,Facebook,9.0,6.71,0
54,Male,0.0,Telegram,10.0,8.29,6
44,Female,6.59,Facebook,7.0,8.0,31
51,Female,4.31,Telegram,9.0,6.5,22
28,Male,6.6,TikTok,1.0,8.14,6
18,Female,0.52,Telegram,10.0,5.95,10
30,Female,3.31,TikTok,9.0,4.57,12
47,Male,4.65,Telegram,10.0,5.57,0
22,Male,5.09,TikTok,10.0,4.78,17
35,Male,5.88,Telegram,9.0,7.67,11
31,Male,1.14,TikTok,9.0,7.51,2
30,Male,2.87,Facebook,10.0,9.43,13
49,Female,4.5,TikTok,8.0,8.18,3
24,Female,3.39,Instagram,9.0,6.13,11
25,Female,0.0,Instagram,5.0,5.74,5
24,Male,4.28,Instagram,7.0,4.14,0
33,Male,3.9,TikTok,2.0,5.74,28
60,Female,2.06,Twitter,4.0,7.77,20
44,Female,0.0,Telegram,4.0,6.5,16
50,Male,3.03,Facebook,9.0,6.74,20
25,Male,1.53,Twitter,3.0,7.88,31
50,Male,6.54,Telegram,3.0,6.7,3
58,Female,0.0,Telegram,4.0,5.75,26
36,Female,1.95,Twitter,1.0,5.21,24
38,Male,5.55,TikTok,9.0,5.49,23
58,Other,1.08,Twitter,2.0,8.95,26
38,Female,1.76,Telegram,7.0,6.29,18
42,Male,3.17,Telegram,6.0,4.78,14
59,Male,3.03,Facebook,7.0,6.5,19
40,Male,3.02,Facebook,4.0,4.08,23
28,Male,3.6,Facebook,3.0,6.42,8
50,Female,3.22,Telegram,8.0,7.63,0
37,Female,2.92,Twitter,1.0,7.83,19
42,Female,2.77,Twitter,3.0,5.48,21
43,Male,3.03,TikTok,9.0,5.3,5
57,Male,2.56,Instagram,8.0,5.74,10
49,Male,6.72,TikTok,8.0,5.49,14
50,Male,0.58,Twitter,8.0,6.54,8
27,Female,1.86,Twitter,9.0,8.79,0
21,Female,3.03,Twitter,4.0,6.44,16
32,Other,6.8,Instagram,8.0,4.4,12
23,Other,5.21,Instagram,3.0,8.39,21
44,Female,4.23,Facebook,4.0,3.0,12
22,Male,3.66,Facebook,10.0,7.24,8
22,Male,2.37,Twitter,1.0,5.62,25
35,Female,4.27,Twitter,8.0,7.17,27
45,Male,5.21,Facebook,5.0,4.74,23
52,Male,5.06,Facebook,6.0,5.79,28
39,Male,5.22,Facebook,10.0,6.5,5
51,Male,1.98,Telegram,5.0,9.56,19
21,Male,3.07,Twitter,8.0,6.84,26
35,Male,0.0,Telegram,8.0,7.16,16
58,Male,5.66,Instagram,2.0,6.32,29
43,Female,2.85,Facebook,8.0,5.85,23
39,Female,3.03,Telegram,6.0,8.81,12
64,Male,5.27,Instagram,5.0,6.58,17
50,Male,3.03,Telegram,9.0,5.83,3
60,Male,3.96,Instagram,6.0,6.37,27
48,Female,3.03,Telegram,10.0,4.27,30
27,Male,3.87,Instagram,9.0,8.27,10
41,Female,1.33,Telegram,3.0,6.05,28
38,Female,3.13,TikTok,10.0,8.53,17
65,Male,3.03,Twitter,2.0,5.22,7
25,Female,2.76,TikTok,6.0,5.45,1
48,Male,0.39,Instagram,10.0,6.94,5
51,Male,3.03,Facebook,10.0,5.21,29
40,Female,1.37,Facebook,6.0,7.28,26
42,Female,5.11,Telegram,7.0,5.5,9
24,Male,3.01,Twitter,5.0,6.14,22
36,Female,2.85,Instagram,7.0,7.26,28
24,Male,2.63,Telegram,4.0,6.19,30
64,Male,1.77,Telegram,7.0,6.12,9
25,Male,0.0,Instagram,7.0,7.25,26
31,Female,2.38,Telegram,10.0,6.67,15
18,Female,4.86,Facebook,10.0,4.55,26
30,Female,1.9,TikTok,2.0,7.42,6
20,Other,4.13,Twitter,5.0,7.35,29
45,Female,0.1,Twitter,4.0,4.91,5
55,Male,5.84,Telegram,4.0,4.83,29
32,Female,6.3,Twitter,10.0,7.56,26
53,Female,4.08,TikTok,8.0,8.25,28
20,Male,3.23,Instagram,6.0,7.19,9
21,Male,1.2,Instagram,9.0,6.36,3
22,Female,0.0,Facebook,8.0,6.56,2
43,Male,4.02,Twitter,1.0,9.13,30
42,Male,5.3,Twitter,7.0,8.54,21
27,Female,2.64,Facebook,5.0,6.5,1
25,Female,3.42,Facebook,2.0,6.71,22
29,Male,1.04,Instagram,4.0,4.78,3
20,Male,3.79,Facebook,4.0,6.5,30
40,Female,4.15,Facebook,5.0,6.5,29
57,Other,1.27,Twitter,4.0,5.3,9
50,Female,1.96,Twitter,8.0,6.24,5
31,Female,4.39,Instagram,8.0,7.94,20
40,Other,1.83,Facebook,1.0,6.01,3
48,Male,6.57,Telegram,3.0,8.65,17
30,Male,7.61,Twitter,10.0,4.31,1
29,Female,3.03,TikTok,9.0,4.64,17
52,Male,8.44,Twitter,6.0,7.73,12
35,Male,3.05,Twitter,3.0,4.38,22
38,Male,5.26,Facebook,2.0,4.73,2
62,Female,3.03,Facebook,6.0,5.48,3
64,Female,3.12,Instagram,6.0,6.17,19
59,Male,0.32,Twitter,10.0,7.69,16
18,Female,2.62,Twitter,7.0,6.52,5
55,Male,6.52,Twitter,2.0,6.5,16
58,Female,4.08,TikTok,10.0,5.91,18
59,Female,3.09,TikTok,3.0,8.87,12
64,Female,2.93,Telegram,4.0,7.44,25
26,Male,4.22,Telegram,2.0,6.23,18
40,Male,16.93,Telegram,1.0,7.76,6
31,Male,3.03,Facebook,10.0,5.73,24
28,Female,2.76,Twitter,8.0,6.5,24
24,Female,2.59,Telegram,9.0,5.63,3
48,Female,0.97,Instagram,2.0,7.41,26
41,Male,6.57,Instagram,1.0,6.9,21
43,Female,0.95,Facebook,6.0,5.43,23
47,Male,3.6,Twitter,10.0,4.41,8
51,Male,2.09,Telegram,5.0,5.72,2
63,Female,3.03,Instagram,3.0,5.94,9
55,Male,2.15,Instagram,7.0,6.28,26
22,Male,1.77,Instagram,8.0,6.5,2
22,Male,3.67,Facebook,9.0,6.55,27
36,Male,4.64,TikTok,9.0,7.2,16
55,Male,4.35,Twitter,8.0,5.35,4
43,Male,5.06,TikTok,2.0,7.7,5
59,Female,3.03,Twitter,4.0,6.05,1
40,Male,1.82,Telegram,4.0,5.96,15
63,Female,3.03,Twitter,1.0,7.09,1
47,Female,5.07,Twitter,8.0,5.07,14
20,Female,2.38,Instagram,10.0,7.27,2
45,Other,1.63,Instagram,6.0,6.5,19
50,Male,6.22,Facebook,3.0,4.87,26
59,Other,6.65,Instagram,3.0,7.09,12
20,Male,4.68,Instagram,10.0,6.32,9
22,Male,5.48,Instagram,8.0,3.91,13
36,Female,3.31,TikTok,3.0,6.5,31
59,Male,5.14,Twitter,8.0,6.5,19
65,Male,0.0,Twitter,8.0,6.48,18
18,Female,3.03,Instagram,3.0,7.96,29
55,Female,4.38,Twitter,1.0,5.61,18
26,Male,4.38,Facebook,3.0,6.23,1
22,Female,3.91,Facebook,9.0,7.28,16
63,Female,3.93,TikTok,4.0,6.5,21
59,Female,1.94,TikTok,8.0,6.5,21
51,Female,7.07,Twitter,9.0,9.47,9
54,Female,6.3,TikTok,8.0,6.5,2
50,Female,7.75,Twitter,8.0,6.07,19
42,Female,3.03,Telegram,8.0,7.16,28
59,Female,4.53,Instagram,4.0,6.9,9
46,Female,4.7,Facebook,2.0,9.41,28
42,Male,0.0,Telegram,8.0,8.91,10
26,Other,2.98,Instagram,9.0,4.57,9
20,Male,3.7,Facebook,10.0,5.99,31
32,Male,3.74,Telegram,7.0,6.5,14
21,Female,1.41,Twitter,2.0,9.57,17
62,Male,5.12,Telegram,3.0,8.28,12
55,Female,3.71,Instagram,6.0,5.97,6
37,Male,2.12,Facebook,3.0,6.85,11
54,Female,1.16,Telegram,5.0,6.69,29
64,Female,3.78,Facebook,10.0,6.5,23
25,Male,2.84,Instagram,2.0,5.43,31
54,Other,3.08,Twitter,4.0,6.68,15
62,Male,1.68,TikTok,6.0,6.93,17
50,Male,0.85,TikTok,1.0,8.76,9
50,Female,0.72,Facebook,10.0,5.21,16
24,Other,0.54,Facebook,9.0,8.92,29
39,Male,3.22,Telegram,6.0,4.46,3
22,Female,3.85,Facebook,1.0,7.82,28
63,Male,3.76,Twitter,8.0,6.52,2
32,Male,1.62,Twitter,9.0,4.13,0
38,Female,0.61,Twitter,1.0,6.5,28
42,Female,3.9,Instagram,8.0,4.39,12
34,Female,3.82,TikTok,9.0,5.0,23
24,Male,5.21,TikTok,8.0,7.0,6
36,Female,0.66,TikTok,1.0,5.5,21
24,Female,2.68,Facebook,9.0,5.55,25
57,Male,3.9,Twitter,8.0,5.23,15
62,Female,0.01,Twitter,1.0,5.13,25
41,Other,3.03,Twitter,10.0,6.01,25
28,Female,0.0,Instagram,2.0,4.85,9
58,Male,1.95,Twitter,10.0,4.09,17
18,Female,5.77,TikTok,1.0,8.38,25
49,Female,7.06,Twitter,9.0,8.89,29
57,Male,3.29,Telegram,2.0,4.49,22
61,Female,3.72,Instagram,9.0,6.13,26
19,Other,3.09,Telegram,10.0,6.42,13
32,Female,4.85,Facebook,7.0,3.0,5
38,Female,4.71,Twitter,7.0,5.33,12
41,Male,0.0,Instagram,1.0,8.65,30
34,Other,4.14,Instagram,7.0,6.97,25
64,Female,0.59,Twitter,2.0,5.5,27
26,Male,3.03,Twitter,2.0,6.96,12
52,Female,5.27,Instagram,7.0,5.51,1
37,Female,3.03,Facebook,3.0,8.14,28
36,Male,5.02,Twitter,3.0,6.94,23
35,Female,0.81,Instagram,4.0,3.82,9
37,Female,2.66,Instagram,5.0,8.62,24
47,Male,0.49,Facebook,8.0,5.13,9
57,Female,4.01,Instagram,4.0,7.02,20
18,Female,3.03,Facebook,1.0,7.37,4
41,Male,2.63,Facebook,9.0,8.75,4
41,Male,1.93,TikTok,7.0,6.57,0
64,Male,3.03,Facebook,5.0,6.84,22
36,Male,5.92,Telegram,9.0,8.98,4
47,Female,5.01,Twitter,7.0,6.47,15
43,Male,5.78,Twitter,3.0,6.5,22
59,Female,2.94,TikTok,6.0,7.13,2
61,Other,0.0,Twitter,1.0,5.46,5
55,Male,0.0,Telegram,8.0,5.93,15
46,Female,2.62,Facebook,6.0,6.5,21
30,Female,0.18,Facebook,3.0,6.39,4
21,Female,4.42,Telegram,4.0,6.5,15
62,Male,2.54,Twitter,4.0,8.08,8
34,Male,0.0,Telegram,10.0,7.86,23
50,Male,3.68,Instagram,2.0,7.24,16
22,Male,1.51,Facebook,4.0,4.85,1
45,Female,2.59,Facebook,7.0,6.19,15
41,Male,5.08,Facebook,5.0,5.42,14
34,Male,5.54,Twitter,10.0,6.71,15
56,Female,3.03,Facebook,5.0,5.67,28
65,Male,4.39,Facebook,10.0,8.08,25
57,Male,3.03,Twitter,10.0,4.37,30
61,Female,2.39,Facebook,2.0,5.05,27
63,Female,2.65,Twitter,1.0,5.44,2
28,Male,3.03,Telegram,7.0,4.24,6
29,Male,3.15,Telegram,8.0,4.11,21
30,Male,15.83,Telegram,3.0,7.8,29
18,Female,2.94,TikTok,3.0,5.15,17
26,Male,4.87,Instagram,9.0,7.65,2
45,Male,3.03,Facebook,9.0,7.86,6
19,Female,2.85,Telegram,4.0,5.29,31
31,Female,3.81,TikTok,2.0,6.5,14
30,Female,0.5,Telegram,1.0,7.97,21
65,Male,0.6,Instagram,5.0,6.5,19
19,Female,2.54,Twitter,2.0,6.5,22
21,Female,4.24,Twitter,7.0,5.73,19
29,Female,3.09,TikTok,9.0,7.83,30
65,Female,2.42,TikTok,2.0,4.57,18
27,Male,3.31,Instagram,2.0,7.43,23
20,Male,3.03,Twitter,7.0,6.13,13
21,Male,0.81,Twitter,2.0,8.67,3
23,Male,3.24,Facebook,4.0,8.13,0
40,Female,0.74,Twitter,1.0,6.68,19
27,Female,4.68,Telegram,4.0,5.46,1
60,Male,3.45,Instagram,7.0,6.29,31
31,Male,3.48,Instagram,4.0,7.26,21
38,Female,5.81,TikTok,7.0,4.41,2
45,Female,2.82,Telegram,5.0,8.38,2
38,Male,4.94,TikTok,3.0,10.0,29
53,Female,3.13,Instagram,4.0,5.45,27
41,Male,4.21,TikTok,7.0,7.69,17
55,Female,4.92,TikTok,2.0,3.01,8
34,Male,6.14,TikTok,4.0,8.2,9
39,Male,6.56,Instagram,10.0,6.76,9
36,Female,6.89,Telegram,5.0,6.52,8
62,Male,5.04,Twitter,5.0,9.02,4
27,Male,2.86,Facebook,7.0,5.48,10
28,Female,3.73,TikTok,4.0,6.84,8
55,Male,1.72,TikTok,9.0,9.26,17
19,Female,2.14,Instagram,3.0,5.3,18
50,Male,3.36,Instagram,3.0,6.65,26
60,Female,3.03,Instagram,9.0,8.3,20
48,Other,1.7,Instagram,7.0,7.8,31
65,Male,3.86,Telegram,5.0,6.5,24
52,Female,0.05,Telegram,4.0,6.77,5
54,Male,2.42,Facebook,4.0,6.93,19
64,Female,4.63,Twitter,7.0,7.14,22
53,Female,5.79,Instagram,9.0,7.67,20
40,Female,4.38,TikTok,2.0,7.36,0
57,Male,3.03,TikTok,2.0,6.61,16
56,Male,3.05,Twitter,3.0,7.93,18
43,Female,5.56,Twitter,8.0,4.18,6
42,Male,0.41,Twitter,6.0,4.75,5
34,Female,4.97,Telegram,8.0,8.01,30
32,Male,5.95,TikTok,9.0,6.19,28
54,Male,6.0,Instagram,9.0,8.94,9
62,Female,2.78,Instagram,9.0,5.17,19
21,Female,4.84,Telegram,1.0,8.44,7
39,Female,3.8,Telegram,7.0,7.53,21
34,Female,6.76,Facebook,7.0,7.16,31
39,Female,4.76,Facebook,9.0,5.39,8
34,Female,3.42,Twitter,8.0,6.27,21
31,Male,3.53,Telegram,9.0,7.89,19
31,Female,0.95,Telegram,2.0,6.62,27
34,Female,1.97,Facebook,6.0,8.24,7
25,Female,2.95,Twitter,4.0,5.92,20
51,Female,4.52,TikTok,8.0,7.94,24
43,Male,0.14,Instagram,3.0,5.21,19
62,Male,3.03,TikTok,4.0,4.82,24
47,Male,3.03,Telegram,4.0,8.46,15
33,Male,1.16,Facebook,3.0,7.8,12
47,Male,3.25,Facebook,7.0,7.76,25
33,Female,3.84,TikTok,8.0,7.73,12
41,Male,2.54,Facebook,2.0,5.64,3
53,Female,2.41,Twitter,6.0,5.12,16
52,Male,3.34,Twitter,4.0,6.8,28
23,Female,0.0,Telegram,9.0,3.4,16
21,Female,3.32,Instagram,1.0,5.27,22
35,Male,3.86,Facebook,8.0,5.68,8
23,Male,0.67,TikTok,5.0,4.45,11
43,Male,5.02,Instagram,10.0,4.97,17
54,Male,0.5,Telegram,9.0,6.63,8
44,Male,4.08,Telegram,1.0,5.68,14
58,Other,1.05,Instagram,3.0,6.5,2
28,Male,4.55,Facebook,1.0,5.81,25
55,Female,3.03,Telegram,2.0,9.36,20
33,Female,2.34,Twitter,7.0,8.44,17
36,Female,4.85,TikTok,1.0,6.33,7
60,Male,0.11,Instagram,9.0,4.41,26
32,Male,4.5,Instagram,7.0,6.73,4
43,Female,4.17,Twitter,8.0,5.74,21
58,Female,3.08,Telegram,4.0,5.07,0
48,Male,3.7,Telegram,8.0,6.5,20
36,Female,0.0,Telegram,10.0,4.34,16
41,Male,2.77,Instagram,9.0,7.2,1
26,Male,2.77,TikTok,6.0,6.5,13
40,Female,6.35,Instagram,1.0,6.5,9
21,Female,1.55,Instagram,3.0,8.04,26
27,Male,0.0,Twitter,6.0,7.57,3
26,Male,3.36,Twitter,1.0,6.35,1
36,Male,2.9,Twitter,3.0,6.37,7
32,Other,2.11,TikTok,5.0,7.02,26
51,Male,0.15,Facebook,1.0,5.91,3
59,Male,1.2,Twitter,1.0,5.52,11
36,Male,3.03,Telegram,10.0,6.5,14
38,Male,2.8,Instagram,8.0,6.82,5
51,Female,0.0,Facebook,4.0,7.09,27
34,Male,5.71,Twitter,7.0,3.97,5
35,Female,3.03,Facebook,4.0,6.38,30
34,Male,0.85,Twitter,9.0,6.8,2
19,Female,3.03,Instagram,7.0,3.36,21
18,Male,1.0,Instagram,4.0,6.87,31
60,Female,4.31,Telegram,3.0,7.11,5
27,Male,2.69,TikTok,3.0,6.17,28
54,Female,2.78,Telegram,10.0,4.88,29
65,Female,6.5,TikTok,8.0,5.7,13
22,Female,3.51,Twitter,2.0,6.5,6
29,Male,5.12,TikTok,2.0,6.55,12
53,Other,4.73,Instagram,6.0,5.2,14
48,Male,3.63,TikTok,10.0,7.28,5
55,Female,0.61,TikTok,1.0,5.06,31
26,Male,3.07,Telegram,5.0,6.94,2
61,Male,1.89,Twitter,7.0,5.07,30
43,Male,3.76,TikTok,5.0,8.78,16
32,Male,4.98,Twitter,2.0,6.5,0
33,Male,0.83,Twitter,10.0,4.94,21
30,Male,2.96,TikTok,4.0,4.79,23
42,Other,5.13,Twitter,4.0,6.33,3
47,Female,6.32,Facebook,4.0,7.54,24
24,Male,0.0,Instagram,2.0,7.76,4
21,Male,2.51,Telegram,10.0,6.5,27
60,Female,3.61,Instagram,3.0,8.54,27
57,Male,3.02,Telegram,3.0,3.0,29
55,Female,1.75,TikTok,7.0,5.83,1
47,Female,0.0,Twitter,8.0,7.0,22
27,Female,2.72,Telegram,5.0,6.39,28
47,Female,0.42,TikTok,4.0,4.32,29
56,Female,2.71,TikTok,1.0,6.2,11
24,Male,4.84,Telegram,5.0,6.5,31
53,Male,5.17,TikTok,6.0,8.19,17
52,Male,3.03,Telegram,5.0,4.6,21
41,Female,7.12,Twitter,8.0,7.2,9
56,Male,6.45,Twitter,2.0,3.68,29
53,Female,0.87,Instagram,10.0,6.04,17
62,Male,3.03,Facebook,7.0,6.43,17
37,Male,5.75,Facebook,5.0,5.81,27
49,Male,4.67,TikTok,7.0,8.15,0
56,Female,5.45,Telegram,8.0,8.58,17
43,Female,3.03,Instagram,4.0,9.05,24
43,Female,0.0,TikTok,5.0,3.76,16
53,Female,5.5,Twitter,4.0,6.86,13
60,Other,3.03,Facebook,2.0,7.36,1
52,Female,1.38,Twitter,8.0,4.0,27
60,Male,3.03,TikTok,3.0,5.68,27
52,Male,3.76,TikTok,1.0,5.89,25
29,Male,0.25,TikTok,4.0,7.6,10
50,Other,6.26,Instagram,6.0,6.67,24
53,Male,2.38,Instagram,10.0,6.7,4
31,Male,1.01,Telegram,5.0,8.22,26
63,Male,0.63,Facebook,3.0,6.5,31
62,Female,1.7,TikTok,1.0,5.9,10
62,Female,3.32,Twitter,3.0,6.55,30
32,Female,2.76,Instagram,4.0,6.06,16
48,Female,3.49,TikTok,9.0,6.21,24
34,Female,2.45,TikTok,10.0,4.88,26
39,Female,8.03,TikTok,6.0,6.58,4
40,Female,6.99,Telegram,5.0,5.49,18
43,Male,2.08,Telegram,3.0,6.41,20
29,Male,4.24,Facebook,8.0,3.96,22
21,Female,3.42,Telegram,7.0,5.54,14
63,Male,0.0,Instagram,2.0,5.95,22
30,Female,1.76,Facebook,5.0,7.76,5
35,Male,0.0,Instagram,1.0,6.34,5
60,Male,1.75,TikTok,8.0,4.38,9
45,Male,4.37,TikTok,8.0,6.19,20
55,Female,3.62,Telegram,4.0,5.14,6
58,Male,0.0,TikTok,1.0,6.05,23
61,Male,2.37,Telegram,4.0,8.71,13
36,Female,3.78,Facebook,6.0,5.27,28
63,Female,5.13,TikTok,9.0,6.39,11
60,Female,3.67,Facebook,9.0,8.62,25
55,Female,3.03,Instagram,5.0,6.5,16
63,Female,3.03,Twitter,8.0,6.5,11
20,Female,1.98,Twitter,3.0,7.17,13
37,Male,0.0,Telegram,5.0,5.43,25
42,Male,0.49,Instagram,8.0,7.33,11
28,Female,3.85,Instagram,3.0,6.63,3
34,Female,2.76,Facebook,8.0,4.89,4
52,Male,1.03,Telegram,10.0,5.51,17
31,Female,3.12,Telegram,6.0,6.9,14
56,Female,1.63,TikTok,4.0,8.93,6
36,Female,3.71,Facebook,10.0,3.11,23
20,Female,3.29,Telegram,3.0,6.32,9
51,Female,3.03,Telegram,6.0,5.38,18
58,Male,0.78,Instagram,1.0,5.84,26
39,Male,1.36,Facebook,2.0,6.14,2
55,Female,1.58,Twitter,6.0,5.05,6
44,Female,0.68,Instagram,2.0,3.82,16
38,Female,3.13,Facebook,2.0,4.87,23
58,Male,3.51,TikTok,1.0,8.41,3
48,Male,5.17,Twitter,7.0,4.94,25
44,Male,2.76,Instagram,9.0,6.06,23
54,Female,3.08,Telegram,5.0,5.81,22
19,Female,1.42,Facebook,9.0,6.32,13
64,Female,14.41,Telegram,10.0,7.35,12
26,Female,3.78,Instagram,5.0,6.52,26
36,Male,2.82,Instagram,4.0,6.17,29
59,Male,7.41,Instagram,10.0,6.5,3
53,Female,1.25,Facebook,3.0,5.25,8
27,Male,0.0,Facebook,3.0,8.78,20
57,Female,1.33,Telegram,4.0,6.4,6
62,Female,3.03,Instagram,6.0,6.5,21
56,Male,5.86,Facebook,5.0,6.1,15
24,Male,2.37,Twitter,3.0,6.78,23
21,Male,3.15,Facebook,3.0,6.06,22
32,Male,5.13,Twitter,5.0,6.47,26
29,Female,5.38,TikTok,8.0,6.81,27
65,Female,3.03,Twitter,1.0,7.59,29
23,Other,3.65,TikTok,7.0,7.11,31
26,Female,3.03,Instagram,9.0,3.81,13
52,Female,3.88,Telegram,4.0,5.64,23
25,Female,3.03,Instagram,2.0,4.43,19
24,Female,7.38,Facebook,6.0,7.21,11
21,Male,3.03,TikTok,2.0,6.63,22
36,Female,1.92,TikTok,8.0,5.83,1
24,Female,4.49,Telegram,1.0,5.06,4
27,Other,2.21,TikTok,7.0,7.93,11
42,Female,16.64,Instagram,6.0,6.62,27
61,Male,4.79,Instagram,8.0,4.75,15
52,Female,3.95,TikTok,10.0,4.79,6
42,Female,1.32,Telegram,3.0,4.03,5
46,Female,3.69,TikTok,2.0,7.18,22
29,Male,7.31,Facebook,3.0,5.98,3
64,Male,4.34,TikTok,5.0,7.79,16
57,Female,4.5,Telegram,9.0,7.27,23
29,Other,0.27,Twitter,4.0,7.34,25
23,Male,2.26,Instagram,5.0,7.18,14
27,Female,3.1,Facebook,6.0,7.04,26
19,Male,3.03,Instagram,6.0,9.03,0
62,Female,5.05,Telegram,9.0,8.84,8
42,Male,0.76,Telegram,2.0,6.48,20
24,Female,3.54,Facebook,1.0,7.92,25
57,Female,3.29,Twitter,9.0,6.54,30
65,Male,3.03,Facebook,4.0,7.7,5
28,Male,1.93,Twitter,9.0,5.68,15
53,Female,0.0,Twitter,2.0,6.37,19
65,Female,2.72,Telegram,4.0,7.99,1
40,Female,3.03,Instagram,3.0,5.59,24
60,Female,2.8,TikTok,9.0,5.51,12
24,Female,5.58,Twitter,4.0,8.02,6
44,Other,4.39,Twitter,7.0,4.18,19
30,Female,1.99,Twitter,5.0,4.69,21
34,Male,1.88,Twitter,10.0,8.99,30
49,Female,3.37,Telegram,9.0,8.43,11
43,Male,0.85,TikTok,2.0,7.42,23
30,Male,2.99,Telegram,4.0,7.09,7
29,Male,1.54,Telegram,4.0,5.44,6
18,Female,1.31,Twitter,2.0,7.52,14
50,Male,8.08,TikTok,5.0,7.47,18
31,Female,6.39,Telegram,5.0,5.76,4
64,Male,2.41,TikTok,2.0,6.82,29
60,Male,0.98,TikTok,5.0,6.5,8
58,Male,0.0,TikTok,1.0,7.94,6
34,Male,0.14,Twitter,1.0,6.9,6
21,Male,4.91,Telegram,2.0,6.5,23
56,Male,2.73,Twitter,8.0,6.25,10
18,Male,3.53,Telegram,4.0,6.5,29
58,Male,4.14,Telegram,3.0,5.11,4
62,Male,2.12,Telegram,1.0,5.87,29
41,Female,5.28,Instagram,1.0,5.24,3
51,Male,4.02,Instagram,3.0,6.5,2
51,Male,2.62,TikTok,9.0,6.64,6
32,Female,5.24,Twitter,8.0,5.79,3
34,Male,4.61,TikTok,4.0,7.14,15
30,Female,0.05,TikTok,4.0,5.99,18
24,Other,3.03,TikTok,7.0,5.33,21
26,Male,3.59,Twitter,5.0,7.42,28
61,Male,2.16,Facebook,8.0,5.26,9
52,Male,1.22,TikTok,2.0,4.22,29
40,Male,2.53,Telegram,6.0,5.93,10
64,Male,2.96,TikTok,4.0,6.23,23
56,Male,3.03,Twitter,4.0,6.0,31
40,Female,3.63,Telegram,8.0,5.0,4
43,Male,0.63,Facebook,7.0,6.01,28
18,Male,0.0,Facebook,6.0,6.5,22
31,Female,3.03,Twitter,4.0,4.93,10
49,Male,4.07,TikTok,2.0,5.39,1
65,Male,4.76,Telegram,9.0,7.52,0
27,Female,5.37,Telegram,3.0,4.85,17
18,Male,0.0,Telegram,7.0,6.42,27
22,Female,3.45,Telegram,1.0,7.71,3
20,Male,3.03,Twitter,5.0,5.66,2
39,Female,2.88,Facebook,5.0,7.03,8
35,Male,3.98,Instagram,4.0,4.78,1
19,Male,3.03,Telegram,10.0,6.5,18
64,Female,3.57,TikTok,6.0,8.9,3
30,Female,1.62,Instagram,3.0,6.1,29
62,Male,1.39,Telegram,10.0,6.0,29
33,Female,0.0,Telegram,1.0,6.0,25
25,Female,0.0,Facebook,7.0,6.67,13
60,Other,4.11,Twitter,6.0,4.57,11
25,Male,3.03,Twitter,9.0,5.82,25
27,Female,2.7,Facebook,10.0,5.88,29
50,Male,4.43,Telegram,6.0,4.93,28
48,Female,6.69,Twitter,9.0,4.77,2
29,Male,3.19,Facebook,2.0,5.11,0
26,Male,0.6,TikTok,3.0,8.07,7
54,Female,3.13,TikTok,1.0,5.67,4
26,Female,4.72,Instagram,6.0,6.68,25
65,Male,3.03,TikTok,1.0,4.48,17
35,Female,3.03,Instagram,2.0,6.5,5
47,Male,1.16,Twitter,9.0,8.92,4
49,Male,5.84,Telegram,4.0,3.0,21
57,Male,2.72,Twitter,5.0,5.36,12
40,Male,1.11,Instagram,10.0,8.56,23
28,Female,4.12,Facebook,1.0,8.43,9
37,Male,1.62,Instagram,8.0,9.49,22
36,Male,0.0,Twitter,8.0,3.31,20
53,Female,2.45,Telegram,3.0,6.5,0
43,Male,6.3,TikTok,9.0,6.96,12
27,Female,1.43,TikTok,3.0,7.15,23
41,Female,0.0,Instagram,5.0,7.64,19
30,Male,0.86,Telegram,7.0,5.78,7
63,Male,1.82,Twitter,8.0,5.02,6
51,Female,6.02,TikTok,10.0,7.48,24
46,Female,0.0,Telegram,6.0,5.77,6
53,Female,2.36,Telegram,1.0,8.81,18
24,Female,0.35,TikTok,3.0,8.11,4
47,Female,3.92,Facebook,7.0,4.77,4
34,Male,5.13,Facebook,10.0,6.64,10
65,Female,3.83,Twitter,10.0,6.5,18
30,Male,3.34,Telegram,6.0,9.87,3
41,Male,0.66,Telegram,8.0,7.16,2
48,Male,2.13,Telegram,9.0,6.96,27
44,Male,3.09,Instagram,2.0,8.31,16
38,Female,5.79,Twitter,1.0,8.57,16
61,Male,3.03,Twitter,6.0,7.54,26
18,Male,3.03,Telegram,1.0,6.37,6
32,Male,3.51,Telegram,5.0,6.0,13
20,Male,5.55,Instagram,9.0,7.05,25
23,Female,1.65,Instagram,2.0,5.78,14
31,Female,3.03,Facebook,10.0,3.26,29
55,Female,1.72,TikTok,5.0,8.16,4
50,Female,3.03,Telegram,9.0,6.15,17
55,Female,3.03,Instagram,6.0,7.31,24
25,Male,1.3,TikTok,4.0,4.99,27
43,Female,3.3,Twitter,5.0,5.57,23
32,Male,4.65,Instagram,4.0,7.3,12
31,Other,4.51,Telegram,2.0,6.48,25
65,Other,4.56,Facebook,8.0,7.13,14
37,Female,2.27,Facebook,6.0,9.15,5
65,Male,3.18,TikTok,3.0,5.61,17
